Date,Vendor Code,Vendor,County,"Notes for ""Other",Product Description,Program,Proteins LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indvid Meal LBS,Individual Meals,Total Pounds,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,
