Date,Vendor Code,Column3,County,"Notes for ""Other",Product Description,Program,Proteins LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indvid Meal LBS,Individual Meals,Total Pounds,Column1,Column2,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
,#N/A,,#N/A,,,#N/A,,,,,,,,0.00,,0.00,78,,,,
